  STN,YYYYMMDD,DDVEC,   FG,  FHX,   FX,   TG,   TN,   TX,   SQ,   SP,   DR,   RH,   PG,  VVN,   NG

  235,20011206,  355,   38,   90,  150,   69,   11,  103,   49,   63,    7,    4,10291,   58,    3
  235,20011207,  132,   17,   50,   70,   33,   -6,   81,   60,   77,    0,    0,10393,    9,    2
  235,20011208,  132,   31,   50,   80,   24,    8,   46,   41,   53,    0,    0,10419,    6,    5
  235,20011209,   97,   36,   50,   80,   14,   -1,   26,   13,   17,    0,    0,10424,   15,    5
  235,20011210,   44,   13,   30,   40,   21,  -22,   60,   65,   84,    0,    0,10415,    1,    1
  235,20011211,    9,   35,   40,   80,   75,   34,   99,   64,   83,    0,    0,10373,   50,    3
  235,20011212,   52,   46,   70,  110,   52,   33,   76,    2,    3,    0,    0,10338,    1,    7
  235,20011213,   86,   60,   90,  120,   34,  -12,   52,    8,   10,    0,   -1,10369,   30,    5
  235,20011214,   91,   42,   60,  100,  -14,  -34,   -2,   40,   52,    0,    0,10425,   60,    2
  235,20011215,   66,   45,   80,  120,   22,  -38,   63,    3,    4,    4,    1,10392,   56,    7
  235,20011216,   72,   26,   60,   80,    3,  -29,   26,   38,   50,    0,    0,10401,    7,    5
  235,20011217,    4,   34,   70,  120,   58,   20,   71,   55,   72,    3,    2,10368,   42,    4
  235,20011218,  342,   29,   40,  100,   66,   31,   83,    2,    3,    4,    3,10362,   65,    5
  235,20011219,  305,   68,  100,  170,   61,   34,   72,   12,   16,   63,   57,10250,   57,    6
  235,20011220,  287,   59,  130,  200,   40,    2,   57,   41,   54,    5,    3,10245,   65,    5
  235,20011221,  284,   95,  130,  190,   62,   33,   79,    0,    0,  113,   61,10045,   40,    7
  235,20011222,  344,   56,  100,  160,   18,  -24,   45,    0,    0,   84,   58,10050,    2,    6
  235,20011223,  227,   65,  150,  200,   -9, -109,   39,   57,   75,   25,   25,10163,    3,    5
  235,20011224,  256,  121,  150,  210,   70,   38,   84,    0,    0,   81,   28,10001,   34,    8
  235,20011225,  295,   83,  140,  200,   56,   36,   82,   33,   44,   44,   28, 9922,   50,    6
  235,20011226,  316,   60,   80,  150,   27,    8,   47,   15,   20,   94,   66,10011,   30,    6
  235,20011227,  255,   83,  130,  190,   54,   11,   72,    0,    0,  123,   84,10003,   50,    7
  235,20011228,  271,  133,  190,  300,   64,   37,   80,    7,    9,   37,   20, 9935,   38,    7
  235,20011229,  316,   30,   80,  160,   17,   -8,   45,   18,   24,   66,   47, 9972,    8,    7
  235,20011230,  321,   58,  100,  170,   15,  -38,   34,   17,   22,   38,   37,10067,   32,    6
  235,20011231,  311,   43,   60,  150,   24,  -38,   47,   50,   65,    4,    7,10270,   45,    4
  235,20020101,  274,   64,   80,  120,   43,   26,   57,   59,   77,    0,   -1,10348,   61,    4
  235,20020102,  276,   30,   70,  110,   19,  -29,   58,   49,   64,    0,    0,10344,    2,    3
  235,20020103,  118,   68,   80,  120,  -10,  -25,    7,   65,   84,    0,    0,10346,    5,    2
  235,20020104,  133,   52,   70,  100,  -31,  -46,  -10,   65,   84,    0,    0,10335,   64,    1
  235,20020105,  196,   35,   50,   80,    0,  -46,   51,   20,   26,    0,   -1,10352,    4,    4
  235,20020106,  285,   30,   50,   80,   53,   44,   62,    0,    0,   16,    4,10344,    4,    8
  235,20020107,  159,   20,   40,   60,   31,   -3,   48,    0,    0,    0,    0,10344,   12,    7
  235,20020108,  110,   20,   30,   50,   23,    8,   37,    0,    0,    0,    0,10346,   38,    8
  235,20020109,  143,   19,   40,   50,   -7,  -43,   17,   37,   47,    0,    0,10362,    2,    1
  235,20020110,  145,   31,   40,   60,   -3,  -23,   21,   56,   71,    0,    0,10325,   22,    4
  235,20020111,  224,   52,   80,  120,   32,    6,   52,    3,    4,   45,   31,10274,    3,    8
  235,20020112,  218,   44,   60,   80,   49,   12,   66,    0,    0,    0,   -1,10295,    9,    6
  235,20020113,  185,   40,   50,   70,   27,   -1,   50,   50,   62,    0,    0,10264,   35,    4
  235,20020114,  184,   48,   70,  100,   47,   37,   56,    3,    4,    0,   -1,10235,    2,    8
  235,20020115,  192,   46,   80,  110,   46,   33,   59,    0,    0,  157,  102,10148,    2,    8
  235,20020116,  227,   48,   80,  120,   47,   11,   65,   66,   81,    0,    0,10192,   38,    4
  235,20020117,  208,   94,  110,  160,   62,   56,   70,    0,    0,   63,   34,10167,   11,    8
  235,20020118,  224,   54,   80,  130,   52,   39,   70,   60,   73,    9,    3,10164,   40,    4
  235,20020119,  230,   90,  120,  170,   67,   50,   80,   54,   65,   32,   20,10095,   30,    4
  235,20020120,  229,  108,  150,  210,   74,   53,   88,    0,    0,   36,   40,10084,   14,    7
  235,20020121,  224,   94,  120,  160,   86,   78,   97,   27,   32,    0,   -1,10079,    7,    6
  235,20020122,  222,   94,  120,  180,   70,   53,   85,   12,   14,   28,   42,10012,   35,    4
  235,20020123,  192,   95,  100,  170,   71,   61,   84,    0,    0,   40,   33, 9958,   40,    7
  235,20020124,  251,  106,  150,  220,   75,   41,  100,    0,    0,   75,   63, 9923,   22,    7
  235,20020125,  224,   73,  160,  240,   52,   32,   87,   32,   37,   72,   42,10127,   26,    6
  235,20020126,  223,  138,  180,  270,   86,   77,   95,    3,    3,   81,  146, 9990,   38,    7
  235,20020127,  242,   83,  120,  170,   82,   71,  100,   23,   26,   25,    7,10022,   25,    7
  235,20020128,  231,  138,  160,  230,   92,   83,  103,   54,   62,   15,    9,10083,   38,    6
  235,20020129,  228,  109,  130,  200,   83,   74,   90,   38,   43,    0,   -1,10180,   27,    7
  235,20020130,  212,   92,  130,  180,   93,   69,  119,    0,    0,    7,    2,10134,    6,    8
  235,20020131,  227,  106,  150,  220,   78,   64,   93,   75,   84,   31,   24,10110,   40,    6
  235,20020201,  209,  129,  160,  250,   98,   60,  120,    0,    0,   10,    2,10116,   20,    6
  235,20020202,  199,  126,  170,  250,  120,   92,  143,   72,   80,    0,    0,10147,   70,    4
  235,20020203,  186,   76,  110,  190,   97,   68,  124,   36,   40,    0,   -1,10097,   65,    6
  235,20020204,  214,  125,  170,  240,   78,   59,  103,    4,    4,   75,   70,10084,   50,    7
  235,20020205,  211,  109,  160,  230,   91,   76,  107,    8,    9,   63,   64, 9973,   45,    6
  235,20020206,  245,   86,  110,  150,   73,   65,   80,    3,    3,    0,   -1,10000,   59,    7
  235,20020207,  231,   81,  140,  210,   61,   44,   83,   14,   15,   55,   52,10145,   41,    6
  235,20020208,  233,   90,  130,  170,   87,   78,   98,   35,   37,   13,   17,10130,   10,    7
  235,20020209,  229,  113,  140,  210,   87,   70,   98,    0,    0,    0,   -1,10018,   56,    6
  235,20020210,  245,  103,  130,  200,   78,   70,   90,   36,   38,   52,   39,10036,   43,    7
  235,20020211,  226,  139,  150,  220,   96,   86,  104,    2,    2,  101,   97, 9987,   37,    8
  235,20020212,  243,   98,  130,  190,   91,   74,  105,   46,   48,    0,    0,10065,   60,    5
  235,20020213,   12,   45,   80,  120,   69,   42,   91,   46,   47,    0,   -1,10175,   62,    4
  235,20020214,   67,   78,  100,  140,   39,   26,   63,   87,   89,    0,    0,10303,   80,    1
  235,20020215,   59,   43,   60,   80,   30,  -25,   48,   85,   86,    0,    0,10340,   80,    2
  235,20020216,   63,   37,   50,   70,   39,   18,   56,   89,   90,    0,    0,10308,   65,    1
  235,20020217,  263,   26,   50,   80,   31,  -42,   74,   80,   80,    0,    0,10203,   57,    3
  235,20020218,  274,   75,  110,  160,   64,   55,   81,   70,   70,   24,   20,10166,   26,    6
  235,20020219,  258,  100,  160,  250,   64,   28,   83,   64,   63,   82,   89,10097,   45,    7
  235,20020220,  278,  100,  140,  220,   65,   10,   90,   65,   64,   55,   87, 9921,   45,    5
  235,20020221,  263,   80,  170,  250,   42,   17,   63,   77,   75,   32,   30,10135,   40,    5
  235,20020222,  248,  137,  180,  270,   71,   32,  105,   25,   24,   81,  195, 9951,   30,    7
  235,20020223,  277,  135,  170,  260,   40,    5,   54,   26,   25,   56,   53, 9943,   40,    6
  235,20020224,  278,   71,   90,  170,   40,   11,   62,   55,   53,   61,   45,10056,   58,    6
  235,20020225,  206,   69,  140,  200,   57,   15,   91,    0,    0,   71,   59, 9983,   18,    8
  235,20020226,  232,  135,  180,  280,   88,   68,  105,   63,   59,   65,  117, 9863,   50,    6
  235,20020227,  242,  122,  150,  220,   61,   22,   86,   80,   75,    4,    6, 9930,   57,    5
  235,20020228,  242,   95,  120,  190,   63,   31,   82,   59,   55,   22,   35, 9959,   60,    5
  235,20020301,  354,   33,   60,  100,   39,  -15,   74,   87,   81,    0,   -1,10105,   68,    3
  235,20020302,  279,   49,   90,  150,   31,  -27,   76,   71,   65,   11,    8,10147,   60,    3
  235,20020303,  254,   59,   80,  110,   60,   25,   84,   67,   61,   10,    2,10172,   20,    6
  235,20020304,  243,   53,   60,   90,   73,   59,   93,   23,   21,   10,    2,10176,   25,    7
  235,20020305,  240,   48,   80,  120,   69,   53,   91,   31,   28,    0,    0,10123,   45,    6
  235,20020306,  238,  114,  130,  190,   82,   67,   97,    8,    7,   29,   10,10017,   56,    7
  235,20020307,  276,  101,  150,  210,   87,   68,  100,  101,   90,    7,    3,10118,   58,    3
  235,20020308,  226,   70,  100,  160,   80,   45,  104,   49,   43,    0,    0,10210,   58,    5
  235,20020309,  253,  102,  170,  250,   72,   40,   92,   87,   77,   34,   27,10077,   50,    6
  235,20020310,  226,  111,  140,  210,   77,   46,  101,   58,   51,    0,   -1,10119,   65,    6
  235,20020311,  219,   85,  120,  170,   91,   78,  109,   25,   22,    5,    2,10121,   62,    7
  235,20020312,   23,   28,   50,   90,   87,   67,  124,   31,   27,    3,    1,10154,   40,    7
  235,20020313,   42,   63,   70,  110,   62,   48,   76,    8,    7,   13,    5,10188,   63,    6
  235,20020314,   79,  102,  140,  200,   54,   31,   77,   51,   44,    0,   -1,10166,   67,    6
  235,20020315,   99,   97,  130,  190,   35,   14,   51,    2,    2,    0,   -1,10138,   57,    8
  235,20020316,  145,   40,   60,  100,   86,   49,  139,   40,   34,    0,    0,10135,   29,    6
  235,20020317,  170,   45,   70,  100,   89,   71,  134,   13,   11,   26,   42,10085,   13,    6
  235,20020318,  195,   80,  150,  210,   90,   66,  120,   11,    9,   53,  121, 9974,    2,    6
  235,20020319,  265,   79,  140,  200,   77,   66,   95,   60,   50,    3,    3,10001,   56,    6
  235,20020320,  262,   35,   60,   90,   80,   68,   95,    4,    3,   68,   49,10101,   25,    8
  235,20020321,  264,   60,   90,  130,   91,   73,  116,   88,   72,    0,   -1,10151,   32,    6
  235,20020322,  350,   39,   60,  100,   65,   48,   86,   64,   52,   24,   24,10237,   41,    5
  235,20020323,   30,   45,   60,   90,   63,   42,   85,  103,   84,    0,   -1,10333,   80,    3
  235,20020324,   85,   37,   60,   80,   53,   33,   76,   61,   49,    0,    0,10358,   65,    6
  235,20020325,  142,   26,   40,   70,   50,   22,   86,   90,   72,    0,    0,10312,   62,    7
  235,20020326,   71,   19,   50,   70,   61,   36,   81,    0,    0,    0,   -1,10297,   40,    7
  235,20020327,   70,   44,   60,   90,   64,   42,   86,  108,   86,    0,    0,10332,   50,    3
  235,20020328,   92,   39,   50,   80,   69,   28,  106,  115,   91,    0,    0,10301,   44,    2
  235,20020329,  117,   34,   60,   90,   82,   36,  147,  117,   92,    0,    0,10234,   40,    1
  235,20020330,  205,   31,   50,   70,   91,   24,  152,   48,   37,    0,    0,10209,   35,    5
  235,20020331,  206,   47,   70,  100,   92,   45,  149,   82,   64,    0,    0,10164,   40,    5
  235,20020401,  198,   49,   70,  100,  114,   79,  152,   66,   51,    0,    0,10161,   50,    6
  235,20020402,  128,   49,   70,  110,  144,   96,  203,   89,   68,    0,    0,10149,   56,    6
  235,20020403,  103,   71,   90,  140,  132,   93,  177,  107,   82,    0,    0,10113,   59,    3
  235,20020404,   83,   57,   80,  120,  106,   73,  141,  117,   89,    0,    0,10107,   61,    2
  235,20020405,   81,   93,  110,  160,   87,   50,  124,  124,   94,    0,    0,10132,   60,    0
  235,20020406,   69,   83,  100,  150,   53,   17,   90,  125,   94,    0,    0,10222,   70,    0
  235,20020407,   37,   47,   60,   90,   68,   50,   90,   32,   24,    0,    0,10237,   63,    4
  235,20020408,   42,   37,   50,   80,   81,   41,  115,  123,   92,    0,    0,10243,   45,    1
  235,20020409,   35,   52,  110,  140,   68,   50,   84,    4,    3,   10,    8,10229,   44,    6
  235,20020410,   56,   88,  110,  150,   78,   53,  103,  120,   88,    0,    0,10211,   56,    1
  235,20020411,   49,   57,   70,  110,   82,   58,  112,   87,   64,    0,    0,10118,   36,    3
  235,20020412,   18,   49,   60,  110,   77,   57,   99,   57,   42,    0,    0,10066,   27,    4
  235,20020413,  351,   52,   70,  120,   72,   45,   96,   91,   66,    0,   -1,10072,   56,    5
  235,20020414,  324,   49,   70,  110,   72,   62,   92,    8,    6,   78,   38,10097,   30,    8
  235,20020415,  325,   50,   70,  110,   72,   66,   77,    0,    0,  110,   25,10135,   13,    8
  235,20020416,    4,   26,   40,   60,   81,   73,   97,    1,    1,   55,   16,10158,   22,    8
  235,20020417,    2,   20,   30,   50,   81,   39,  112,   40,   28,    0,   -1,10162,   18,    6
  235,20020418,  217,   23,   40,   70,   75,   42,  105,   48,   34,   17,   22,10163,    4,    6
  235,20020419,  332,   26,   50,   70,   82,   15,  124,  107,   75,    0,    0,10215,    1,    5
  235,20020420,   34,   38,   50,   70,   96,   76,  121,   42,   29,    0,    0,10309,   26,    6
  235,20020421,  143,   19,   30,   70,  106,   57,  151,   89,   62,    0,    0,10354,    0,    5
  235,20020422,  217,   53,   80,  110,  126,   98,  170,   59,   41,    0,    0,10301,   33,    7
  235,20020423,  284,   39,   60,   90,  111,   79,  143,  107,   74,    0,    0,10294,   35,    5
  235,20020424,  300,   28,   50,   80,  120,   64,  170,   80,   55,    0,    0,10263,    1,    4
  235,20020425,  272,   47,   80,  110,   95,   50,  136,   78,   53,    0,    0,10200,    2,    6
  235,20020426,  233,   78,  110,  170,   90,   72,  119,    0,    0,   83,  120,10035,   28,    8
  235,20020427,  272,   78,  110,  170,   86,   66,  106,   81,   55,    9,    7,10055,   62,    6
  235,20020428,  214,   97,  130,  190,   96,   59,  132,   28,   19,   88,  110, 9949,   46,    7
  235,20020429,  235,  118,  140,  220,   91,   51,  122,   64,   43,   20,   57, 9966,   46,    6
  235,20020430,  207,  100,  130,  190,  103,   85,  124,    6,    4,   98,   67,10017,   57,    7
  235,20020501,  216,   81,  120,  180,   98,   51,  121,  110,   74,   11,   12,10028,   60,    4
  235,20020502,  278,   44,   80,  130,   97,   57,  139,   43,   29,   74,  169,10078,   25,    6
  235,20020503,  344,   48,   60,  100,   95,   82,  119,   68,   45,    0,    0,10161,   65,    7
  235,20020504,    3,   68,   80,  140,   90,   77,  111,   67,   44,    0,    0,10187,   70,    7
  235,20020505,    5,   63,   80,  140,   90,   75,  104,    0,    0,   50,   20,10167,   11,    8
  235,20020506,   63,   48,   70,  100,  109,   83,  136,   65,   43,    0,   -1,10233,   32,    5
  235,20020507,   65,   45,   60,   90,  123,  107,  150,   93,   61,    0,    0,10233,   50,    4
  235,20020508,   40,   64,   80,  120,  109,   97,  132,   37,   24,    0,    0,10179,    7,    7
  235,20020509,   35,   50,   60,  110,  138,  105,  170,   87,   56,    0,    0,10096,    5,    6
  235,20020510,  217,   45,   70,  100,  131,  105,  181,   56,   36,    0,   -1,10068,    6,    7
  235,20020511,  257,   45,   60,   80,  108,  100,  120,    1,    1,    5,    2,10089,    3,    8
  235,20020512,  347,   33,   50,   80,  116,   83,  140,   84,   54,    0,   -1,10146,   58,    4
  235,20020513,  147,   51,   80,  130,  163,   94,  213,   86,   55,    0,   -1,10122,   45,    5
  235,20020514,  216,  104,  150,  230,  129,  106,  171,   64,   41,   34,   19,10115,   50,    5
  235,20020515,  230,   72,  100,  150,  124,   90,  154,   78,   49,    0,    0,10229,   62,    5
  235,20020516,  248,   37,   70,   90,  135,   74,  178,  148,   93,    0,    0,10208,   57,    4
  235,20020517,   55,   58,   90,  130,  133,   80,  156,  135,   85,    0,    0,10154,   45,    5
  235,20020518,  199,   65,  100,  150,  129,  110,  160,   21,   13,   15,   18,10143,   31,    7
  235,20020519,  224,   58,   80,  120,  133,  103,  167,   98,   61,    0,    0,10179,   58,    4
  235,20020520,  170,   37,   60,  110,  162,  102,  221,   76,   47,    0,    0,10140,   50,    6
  235,20020521,  146,   51,   80,  120,  181,  145,  230,   78,   48,    0,    0,10039,   58,    6
  235,20020522,  169,   45,   70,  110,  159,  138,  189,    7,    4,   65,   67,10003,   47,    7
  235,20020523,  218,   59,   90,  110,  137,   96,  165,  134,   83,    0,    0,10070,   63,    4
  235,20020524,  200,   86,  130,  190,  129,   90,  162,   62,   38,   19,   15,10057,   56,    6
  235,20020525,  220,   91,  120,  170,  129,   98,  152,  121,   74,    0,   -1,10088,   65,    5
  235,20020526,  162,   58,  100,  170,  120,   94,  157,   14,    9,   25,   52,10056,   57,    6
  235,20020527,  179,   40,   70,   90,  129,   89,  166,   67,   41,    6,   25,10065,   56,    5
  235,20020528,  194,   30,   60,  100,  141,  101,  177,   61,   37,    4,    6,10083,   12,    5
  235,20020529,  224,   83,  110,  160,  128,  111,  152,   63,   38,   12,   11,10131,   58,    5
  235,20020530,  226,   67,   90,  130,  134,  111,  159,  110,   67,    0,    0,10212,   70,    4
  235,20020531,  265,   60,   90,  120,  126,   76,  156,  122,   74,    1,    1,10248,   65,    3
  235,20020601,   62,   36,   70,  100,  134,   62,  170,  150,   91,    0,    0,10271,   65,    2
  235,20020602,  109,   53,   70,  110,  174,  114,  229,  122,   74,    0,    0,10203,   75,    5
  235,20020603,  171,   48,   70,  110,  169,  133,  234,   25,   15,   14,   71,10094,   23,    7
  235,20020604,  152,   53,   80,  110,  159,  119,  184,   64,   38,    0,    0,10066,   47,    5
  235,20020605,  107,   43,   70,  110,  200,  155,  256,   23,   14,   14,    8, 9986,   45,    7
  235,20020606,  147,   37,   50,   80,  163,  145,  196,   34,   20,   10,   36,10031,   33,    7
  235,20020607,  234,   46,   70,  120,  150,  118,  172,   20,   12,   24,   45,10041,   26,    7
  235,20020608,   90,   32,   50,   60,  161,  118,  187,   71,   42,    0,    0,10084,   45,    5
  235,20020609,  225,   39,   80,  120,  157,  118,  211,   88,   52,   17,   17,10077,   40,    5
  235,20020610,  224,   72,  100,  150,  141,  118,  173,   77,   46,   13,   11,10084,   32,    7
  235,20020611,  232,   66,   80,  120,  141,  105,  169,   91,   54,    0,   -1,10128,   62,    5
  235,20020612,  221,   41,   70,  100,  137,  109,  173,   32,   19,   43,   19,10126,   40,    7
  235,20020613,  252,   65,   80,  120,  142,  115,  161,   27,   16,    5,    1,10137,   62,    7
  235,20020614,  209,   37,   60,  100,  167,  125,  201,    7,    4,   23,    8,10141,   25,    7
  235,20020615,  234,   78,  100,  140,  164,  150,  183,   98,   58,    0,    0,10134,   35,    6
  235,20020616,  217,   60,  100,  140,  160,  140,  182,   31,   18,   16,   11,10167,   40,    6
  235,20020617,  208,   40,   70,  100,  228,  151,  280,  139,   82,    0,    0,10161,   57,    3
  235,20020618,  294,   39,   80,  130,  185,  129,  279,   87,   51,   11,   17,10156,   48,    4
  235,20020619,  288,   35,   50,   70,  166,  116,  201,   97,   57,    0,    0,10228,   57,    5
  235,20020620,  357,   43,   60,   90,  155,  137,  172,    0,    0,   96,  166,10195,   40,    8
  235,20020621,  216,   40,   80,  110,  150,  125,  184,   74,   44,    0,   -1,10210,   65,    5
  235,20020622,  223,   69,  100,  150,  160,  135,  187,   20,   12,    3,    1,10180,   58,    7
  235,20020623,  258,   60,   90,  130,  153,  133,  174,  118,   70,    0,    0,10198,   60,    5
  235,20020624,  268,   50,   80,  120,  153,  128,  175,  150,   89,    0,    0,10249,   65,    3
  235,20020625,  261,   36,   50,   80,  160,  117,  184,  142,   84,    0,   -1,10264,   60,    3
  235,20020626,  233,   58,   90,  120,  162,  113,  193,  110,   65,    0,   -1,10203,   64,    4
  235,20020627,  292,   70,   90,  130,  144,  128,  168,  116,   69,   13,   30,10146,   65,    5
  235,20020628,  301,   93,  110,  190,  134,  121,  160,   45,   27,   36,   61,10163,   38,    6
  235,20020629,  260,   73,   90,  120,  146,  116,  172,  102,   60,    0,   -1,10188,   70,    5
  235,20020630,  241,   86,  120,  180,  152,  138,  162,    0,    0,   18,   18,10119,   42,    8
  235,20020701,  228,  107,  130,  210,  143,  128,  155,    7,    4,   76,   55,10006,   25,    8
  235,20020702,  232,   93,  110,  170,  148,  119,  175,   60,   36,   14,   14, 9992,   58,    7
  235,20020703,  200,   60,   90,  140,  141,  114,  163,    4,    2,  151,  206, 9972,   27,    8
  235,20020704,  281,   68,   90,  160,  151,  134,  173,   97,   58,    3,    7,10123,   57,    6
  235,20020705,  198,   46,   70,  100,  147,  133,  173,    1,    1,  109,  164,10120,   28,    8
  235,20020706,  276,   34,   60,   90,  149,  122,  176,   42,   25,   32,   94,10137,   16,    7
  235,20020707,  213,   56,   90,  130,  154,  130,  181,   20,   12,    5,    1,10154,   37,    7
  235,20020708,  204,   61,  110,  160,  176,  137,  216,   59,   35,    0,    0,10111,   32,    6
  235,20020709,  180,   39,   60,  100,  189,  159,  254,   32,   19,   29,   40,10070,   56,    7
  235,20020710,  231,   49,   60,  110,  154,  127,  169,   11,    7,    2,    1,10102,   62,    6
  235,20020711,  224,   68,   90,  140,  156,  123,  182,  131,   79,    4,   10,10169,   70,    3
  235,20020712,  169,   29,   50,   80,  159,  112,  194,   56,   34,   43,   49,10206,   40,    6
  235,20020713,   15,   38,   50,   90,  176,  147,  204,   49,   30,   18,    7,10183,   50,    7
  235,20020714,  348,   53,   70,  100,  172,  154,  200,   77,   47,    0,    0,10238,   57,    6
  235,20020715,   11,   45,   60,  100,  176,  151,  211,  104,   63,    0,    0,10232,   35,    4
  235,20020716,   22,   48,   70,  100,  183,  157,  212,  151,   92,    0,    0,10194,   60,    1
  235,20020717,   15,   54,   70,  110,  171,  147,  199,  128,   78,    0,    0,10187,   62,    5
  235,20020718,  347,   61,   80,  140,  159,  142,  181,   70,   43,    0,    0,10190,   64,    5
  235,20020719,  338,   40,   50,  100,  153,  110,  184,   71,   44,    0,    0,10191,   70,    5
  235,20020720,  110,   26,   50,   80,  155,   89,  205,   65,   40,   16,   29,10156,   25,    5
  235,20020721,  306,   60,   80,  150,  152,  110,  176,   47,   29,   57,  206,10123,   15,    7
  235,20020722,  266,   77,   90,  130,  159,  137,  179,   60,   37,    2,    1,10165,   60,    7
  235,20020723,  241,   78,  100,  150,  170,  160,  186,   11,    7,   22,   50,10099,   40,    7
  235,20020724,  305,   57,   70,  110,  161,  144,  180,   92,   57,    6,    6,10129,   57,    6
  235,20020725,  258,   48,   70,  100,  160,  145,  181,   26,   16,   28,   26,10145,   35,    7
  235,20020726,  257,   47,   70,  100,  179,  153,  204,  105,   66,   13,    6,10155,   35,    4
  235,20020727,  221,   34,   60,   80,  184,  149,  210,   92,   58,    0,    0,10189,   19,    3
  235,20020728,   71,   30,   50,   80,  236,  186,  291,  133,   84,    0,    0,10190,   36,    2
  235,20020729,   38,   31,   50,   80,  233,  212,  265,  137,   87,    0,    0,10185,   34,    1
  235,20020730,   59,   36,  100,  190,  233,  202,  279,  111,   70,   35,   66,10113,   48,    3
  235,20020731,  279,   28,   50,   70,  206,  180,  246,   54,   34,    0,   -1,10087,   20,    6
  235,20020801,  277,   55,   90,  140,  173,  162,  185,    0,    0,   49,  266,10108,   20,    8
  235,20020802,  247,   37,   60,   90,  194,  156,  230,  110,   71,    0,    0,10131,   62,    3
  235,20020803,  173,   26,   60,  130,  173,  153,  204,   13,    8,   38,   81,10134,   45,    6
  235,20020804,   78,   18,   30,   80,  177,  140,  204,   63,   41,   14,  133,10124,   18,    6
  235,20020805,  333,   31,   50,   80,  183,  166,  200,   22,   14,   46,  208,10128,   56,    7
  235,20020806,   27,   32,   60,  110,  185,  163,  215,   52,   34,   38,  139,10121,   37,    5
  235,20020807,  349,   23,   30,   60,  190,  166,  218,   84,   55,    7,   10,10156,   40,    3
  235,20020808,  232,   28,   50,   70,  184,  157,  205,   40,   26,    0,    0,10120,   20,    6
  235,20020809,  146,   25,   60,  140,  189,  158,  228,   33,   22,   20,   76,10051,   15,    7
  235,20020810,   44,   27,   40,   70,  187,  160,  212,   23,   15,    0,   -1,10053,   38,    7
  235,20020811,  281,   40,   50,   80,  181,  153,  202,   33,   22,    0,    0,10058,   42,    7
  235,20020812,  305,   43,   70,  110,  176,  145,  205,   73,   49,    7,   12,10108,   57,    4
  235,20020813,  265,   45,   70,  100,  181,  151,  203,  138,   92,    0,    0,10188,   65,    2
  235,20020814,  246,   27,   50,   70,  202,  160,  234,   89,   60,    0,    0,10201,   50,    3
  235,20020815,  123,   33,   40,   70,  223,  174,  267,  121,   82,    0,    0,10182,   45,    2
  235,20020816,   92,   33,   50,   70,  232,  187,  271,  122,   83,    0,    0,10189,   35,    1
  235,20020817,  108,   41,   60,   90,  235,  189,  280,  137,   93,    0,    0,10167,   59,    1
  235,20020818,  118,   43,   60,  100,  240,  201,  285,  114,   78,    0,    0,10130,   58,    3
  235,20020819,  143,   28,   40,   80,  224,  193,  266,   41,   28,    0,   -1,10138,   57,    6
  235,20020820,  258,   30,   60,  100,  188,  162,  230,    7,    5,   94,  355,10136,   14,    7
  235,20020821,  299,   49,   80,  140,  179,  163,  206,    8,    6,   19,    8,10136,   45,    8
  235,20020822,  300,   37,   60,  110,  161,  122,  187,   30,   21,   26,    8,10181,   63,    6
  235,20020823,   25,   24,   30,   50,  168,  111,  203,   84,   59,    0,    0,10197,   70,    6
  235,20020824,  360,   31,   40,   80,  174,  149,  187,    0,    0,   57,  113,10199,   50,    8
  235,20020825,  309,   33,   50,   80,  177,  150,  202,   79,   56,    0,   -1,10232,   58,    6
  235,20020826,   33,   26,   50,   80,  186,  138,  213,   94,   67,   10,    5,10209,   60,    6
  235,20020827,   10,   51,   70,  120,  198,  183,  224,   33,   24,    0,    0,10166,   47,    6
  235,20020828,   19,   38,   60,   90,  194,  168,  218,   88,   63,    0,    0,10181,   44,    5
  235,20020829,  232,   32,   60,   80,  186,  155,  216,   73,   52,    0,   -1,10184,   38,    5
  235,20020830,  219,   67,   90,  130,  197,  183,  217,   63,   46,    0,   -1,10170,   38,    6
  235,20020831,  298,   65,   90,  130,  174,  145,  195,   46,   33,    0,   -1,10211,   68,    7
  235,20020901,   10,   28,   40,   60,  159,  125,  192,   68,   50,    0,   -1,10303,   75,    3
  235,20020902,   73,   48,   80,  110,  175,  143,  203,  127,   93,    0,    0,10296,   80,    3
  235,20020903,   90,   53,   70,  110,  185,  147,  224,   96,   71,    0,    0,10195,   70,    3
  235,20020904,  244,   30,   50,   80,  164,  117,  205,  109,   81,    3,    2,10114,   56,    2
  235,20020905,  210,   45,   70,  100,  170,  113,  212,   95,   71,    0,    0,10132,    5,    3
  235,20020906,  218,   80,  110,  170,  185,  171,  207,   47,   35,    2,    2,10123,   43,    5
  235,20020907,  203,   68,  110,  160,  170,  153,  202,   16,   12,   99,  278,10091,   32,    7
  235,20020908,  149,   39,   70,  120,  176,  150,  221,   13,   10,   42,   80,10103,   25,    7
  235,20020909,  123,   47,   80,  140,  194,  148,  250,   68,   52,    0,   -1,10118,   45,    6
  235,20020910,  222,   21,   40,   70,  158,  131,  187,    0,    0,   11,   18,10205,   61,    7
  235,20020911,   46,   35,   60,   90,  178,  131,  201,    5,    4,    0,    0,10255,   11,    6
  235,20020912,   69,   64,   80,  110,  182,  142,  208,  115,   89,    0,    0,10275,   56,    1
  235,20020913,   40,   44,   60,   90,  180,  153,  208,  118,   92,    0,    0,10266,   57,    2
